预测时间,城市,预测AQI,预测PM25,预测PM10,预测O3,预测NO2,污染等级,预警颜色,预警提示
2026-03-25 19:00:00,伊犁哈萨克自治州,49.5,29.1,40.1,94.8,25.0,优,绿色,无预警
2026-03-25 20:00:00,伊犁哈萨克自治州,49.5,29.1,40.1,94.8,25.0,优,绿色,无预警
2026-03-25 21:00:00,伊犁哈萨克自治州,49.5,29.1,40.1,94.8,25.0,优,绿色,无预警
2026-03-25 22:00:00,伊犁哈萨克自治州,49.5,29.1,40.1,94.8,25.0,优,绿色,无预警
2026-03-25 23:00:00,伊犁哈萨克自治州,49.5,29.1,40.1,95.0,25.0,优,绿色,无预警
2026-03-25 00:00:00,佛山,67.1,40.2,55.1,94.8,25.0,良,黄色,无预警
2026-03-25 01:00:00,佛山,67.1,40.2,55.1,94.7,24.9,良,黄色,无预警
2026-03-25 02:00:00,佛山,67.0,40.2,55.0,95.0,25.0,良,黄色,无预警
2026-03-25 03:00:00,佛山,67.0,40.2,55.0,95.0,25.0,良,黄色,无预警
2026-03-25 04:00:00,佛山,67.0,40.2,55.0,95.0,25.0,良,黄色,无预警
2026-03-25 05:00:00,佛山,67.0,40.2,55.0,95.0,25.0,良,黄色,无预警
2026-03-25 06:00:00,佛山,67.0,40.2,55.0,94.7,25.1,良,黄色,无预警
2026-03-25 07:00:00,佛山,67.0,40.2,55.0,94.7,25.1,良,黄色,无预警
2026-03-25 08:00:00,佛山,67.0,40.2,55.0,94.7,25.1,良,黄色,无预警
2026-03-25 09:00:00,佛山,67.0,40.2,55.0,94.7,25.2,良,黄色,无预警
2026-03-25 10:00:00,佛山,67.0,40.2,55.0,94.7,25.2,良,黄色,无预警
2026-03-25 11:00:00,佛山,67.0,40.2,55.0,94.2,25.2,良,黄色,无预警
2026-03-25 12:00:00,佛山,67.0,40.2,55.0,94.2,25.2,良,黄色,无预警
2026-03-25 13:00:00,佛山,67.0,40.2,55.0,94.2,25.2,良,黄色,无预警
2026-03-25 14:00:00,佛山,67.1,40.2,55.1,94.7,25.2,良,黄色,无预警
2026-03-25 15:00:00,佛山,67.1,40.2,55.1,94.7,25.2,良,黄色,无预警
2026-03-25 16:00:00,佛山,67.1,40.2,55.1,94.7,25.1,良,黄色,无预警
2026-03-25 17:00:00,佛山,67.1,40.2,55.1,94.7,25.1,良,黄色,无预警
2026-03-25 18:00:00,佛山,67.1,40.2,55.2,94.7,25.1,良,黄色,无预警
2026-03-25 19:00:00,佛山,67.1,40.2,55.1,94.7,25.0,良,黄色,无预警
2026-03-25 20:00:00,佛山,67.1,40.2,55.1,94.7,25.0,良,黄色,无预警
2026-03-25 21:00:00,佛山,67.1,40.2,55.1,94.7,25.0,良,黄色,无预警
2026-03-25 22:00:00,佛山,67.1,40.2,55.1,94.7,25.0,良,黄色,无预警
2026-03-25 23:00:00,佛山,67.0,40.2,55.0,94.8,25.0,良,黄色,无预警
2026-03-25 00:00:00,佳木斯,46.3,27.5,38.6,94.7,25.0,优,绿色,无预警
2026-03-25 01:00:00,佳木斯,46.3,27.5,38.6,94.8,25.0,优,绿色,无预警
2026-03-25 02:00:00,佳木斯,46.3,27.4,38.4,94.8,25.0,优,绿色,无预警
2026-03-25 03:00:00,佳木斯,46.3,27.4,38.4,94.8,25.0,优,绿色,无预警
2026-03-25 04:00:00,佳木斯,46.2,27.4,38.4,94.8,25.0,优,绿色,无预警
2026-03-25 05:00:00,佳木斯,46.2,27.4,38.4,94.8,25.0,优,绿色,无预警
2026-03-25 06:00:00,佳木斯,46.2,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 07:00:00,佳木斯,46.2,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 08:00:00,佳木斯,46.2,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 09:00:00,佳木斯,46.3,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 10:00:00,佳木斯,46.3,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 11:00:00,佳木斯,46.3,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 12:00:00,佳木斯,46.3,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 13:00:00,佳木斯,46.3,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 14:00:00,佳木斯,46.4,27.4,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 15:00:00,佳木斯,46.4,27.5,38.5,94.8,25.1,优,绿色,无预警
2026-03-25 16:00:00,佳木斯,46.3,27.5,38.5,94.8,25.1,优,绿色,无预警
2026-03-25 17:00:00,佳木斯,46.3,27.5,38.5,94.8,25.1,优,绿色,无预警
2026-03-25 18:00:00,佳木斯,46.3,27.5,38.5,94.8,25.1,优,绿色,无预警
2026-03-25 19:00:00,佳木斯,46.3,27.5,38.5,94.8,25.0,优,绿色,无预警
2026-03-25 20:00:00,佳木斯,46.3,27.5,38.5,94.8,25.0,优,绿色,无预警
2026-03-25 21:00:00,佳木斯,46.3,27.5,38.5,94.8,25.0,优,绿色,无预警
2026-03-25 22:00:00,佳木斯,46.3,27.4,38.4,94.8,25.0,优,绿色,无预警
2026-03-25 23:00:00,佳木斯,46.3,27.4,38.4,95.0,25.0,优,绿色,无预警
2026-03-25 00:00:00,保定,54.3,31.6,44.8,97.0,24.7,良,黄色,无预警
2026-03-25 01:00:00,保定,54.5,31.7,44.9,95.3,24.8,良,黄色,无预警
2026-03-25 02:00:00,保定,54.3,31.7,44.9,95.4,25.0,良,黄色,无预警
2026-03-25 03:00:00,保定,54.3,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 04:00:00,保定,54.3,31.7,44.8,95.1,25.0,良,黄色,无预警
2026-03-25 05:00:00,保定,54.3,31.7,44.8,95.1,25.0,良,黄色,无预警
2026-03-25 06:00:00,保定,54.3,31.7,44.8,95.1,25.0,良,黄色,无预警
2026-03-25 07:00:00,保定,54.3,31.7,44.8,95.1,25.0,良,黄色,无预警
2026-03-25 08:00:00,保定,54.3,31.7,44.8,95.1,25.0,良,黄色,无预警
2026-03-25 09:00:00,保定,54.3,31.7,44.8,95.1,25.1,良,黄色,无预警
2026-03-25 10:00:00,保定,54.3,31.7,44.8,95.1,25.1,良,黄色,无预警
2026-03-25 11:00:00,保定,54.3,31.7,44.8,95.1,25.1,良,黄色,无预警
2026-03-25 12:00:00,保定,54.3,31.7,44.8,95.1,25.1,良,黄色,无预警
2026-03-25 13:00:00,保定,54.3,31.7,44.8,95.1,25.1,良,黄色,无预警
2026-03-25 14:00:00,保定,54.4,31.7,44.8,95.1,25.1,良,黄色,无预警
2026-03-25 15:00:00,保定,54.4,31.7,44.9,95.1,25.1,良,黄色,无预警
2026-03-25 16:00:00,保定,54.4,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 17:00:00,保定,54.4,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 18:00:00,保定,54.4,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 19:00:00,保定,54.4,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 20:00:00,保定,54.4,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 21:00:00,保定,54.4,31.7,44.9,95.1,25.0,良,黄色,无预警
2026-03-25 22:00:00,保定,54.4,31.7,44.8,95.1,25.0,良,黄色,无预警
2026-03-25 23:00:00,保定,54.3,31.7,44.8,95.2,25.0,良,黄色,无预警
2026-03-25 00:00:00,保山,63.9,38.4,53.3,98.3,20.7,良,黄色,无预警
2026-03-25 01:00:00,保山,63.7,37.9,52.3,96.4,24.9,良,黄色,无预警
2026-03-25 02:00:00,保山,63.7,37.9,52.3,96.2,25.0,良,黄色,无预警
2026-03-25 03:00:00,保山,63.7,37.9,52.3,95.7,25.0,良,黄色,无预警
2026-03-25 04:00:00,保山,63.7,37.9,52.3,95.7,25.0,良,黄色,无预警
2026-03-25 05:00:00,保山,63.7,37.9,52.3,95.4,25.0,良,黄色,无预警
2026-03-25 06:00:00,保山,63.7,37.9,52.3,95.4,25.1,良,黄色,无预警
2026-03-25 07:00:00,保山,63.7,37.9,52.3,95.4,25.1,良,黄色,无预警
2026-03-25 08:00:00,保山,63.7,37.9,52.3,95.4,25.1,良,黄色,无预警
2026-03-25 09:00:00,保山,63.7,37.9,52.3,95.4,25.2,良,黄色,无预警
2026-03-25 10:00:00,保山,63.7,37.9,52.3,95.4,25.2,良,黄色,无预警
2026-03-25 11:00:00,保山,63.7,37.9,52.3,94.9,25.2,良,黄色,无预警
2026-03-25 12:00:00,保山,63.7,37.9,52.3,94.9,25.2,良,黄色,无预警
2026-03-25 13:00:00,保山,63.7,37.9,52.3,94.9,25.2,良,黄色,无预警
2026-03-25 14:00:00,保山,63.7,37.9,52.3,95.4,25.2,良,黄色,无预警
2026-03-25 15:00:00,保山,63.7,38.0,52.3,95.4,25.2,良,黄色,无预警
2026-03-25 16:00:00,保山,63.8,38.0,52.3,95.4,25.1,良,黄色,无预警
2026-03-25 17:00:00,保山,63.8,38.0,52.3,95.4,25.1,良,黄色,无预警
2026-03-25 18:00:00,保山,63.8,38.0,52.4,95.4,25.1,良,黄色,无预警
2026-03-25 19:00:00,保山,63.8,38.0,52.3,95.4,25.0,良,黄色,无预警
2026-03-25 20:00:00,保山,63.8,38.0,52.3,95.4,25.0,良,黄色,无预警
2026-03-25 21:00:00,保山,63.7,38.0,52.3,95.4,25.0,良,黄色,无预警
2026-03-25 22:00:00,保山,63.7,37.9,52.3,95.4,25.0,良,黄色,无预警
2026-03-25 23:00:00,保山,63.7,37.9,52.3,95.6,25.0,良,黄色,无预警
2026-03-25 00:00:00,信阳,59.1,35.1,49.5,94.9,25.1,良,黄色,无预警
2026-03-25 01:00:00,信阳,59.2,35.1,49.3,94.8,24.9,良,黄色,无预警
2026-03-25 02:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 03:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 04:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 05:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 06:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 07:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 08:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 09:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 10:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 11:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 12:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 13:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 14:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 15:00:00,信阳,59.2,35.1,49.4,95.0,25.1,良,黄色,无预警
2026-03-25 16:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 17:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 18:00:00,信阳,59.2,35.2,49.5,95.0,25.0,良,黄色,无预警
2026-03-25 19:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 20:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 21:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 22:00:00,信阳,59.2,35.1,49.4,95.0,25.0,良,黄色,无预警
2026-03-25 23:00:00,信阳,59.2,35.1,49.4,95.1,25.0,良,黄色,无预警
2026-03-25 00:00:00,儋州,69.8,41.7,57.1,97.7,25.0,良,黄色,无预警
2026-03-25 01:00:00,儋州,69.8,41.7,57.0,100.7,24.9,良,黄色,无预警
2026-03-25 02:00:00,儋州,69.7,41.5,56.9,100.7,24.8,良,黄色,无预警
2026-03-25 03:00:00,儋州,69.7,41.5,56.9,100.9,24.8,良,黄色,无预警
2026-03-25 04:00:00,儋州,69.7,41.5,56.9,100.9,24.8,良,黄色,无预警
2026-03-25 05:00:00,儋州,69.7,41.5,56.9,100.9,24.8,良,黄色,无预警
2026-03-25 06:00:00,儋州,69.7,41.5,56.9,100.9,24.9,良,黄色,无预警
2026-03-25 07:00:00,儋州,69.7,41.5,56.9,100.9,24.9,良,黄色,无预警
2026-03-25 08:00:00,儋州,69.7,41.5,56.9,100.4,24.9,良,黄色,无预警
2026-03-25 09:00:00,儋州,69.7,41.5,56.9,100.4,25.0,良,黄色,无预警
2026-03-25 10:00:00,儋州,69.7,41.5,56.9,100.4,25.0,良,黄色,无预警
2026-03-25 11:00:00,儋州,69.7,41.5,56.9,99.9,25.0,良,黄色,无预警
2026-03-25 12:00:00,儋州,69.7,41.5,56.9,99.9,25.0,良,黄色,无预警
2026-03-25 13:00:00,儋州,69.7,41.5,56.9,99.9,25.0,良,黄色,无预警
2026-03-25 14:00:00,儋州,69.7,41.5,56.9,100.4,25.0,良,黄色,无预警
2026-03-25 15:00:00,儋州,69.7,41.5,56.9,100.4,25.0,良,黄色,无预警
2026-03-25 16:00:00,儋州,69.8,41.5,56.9,100.4,24.9,良,黄色,无预警
2026-03-25 17:00:00,儋州,69.8,41.5,56.9,100.4,24.9,良,黄色,无预警
2026-03-25 18:00:00,儋州,69.8,41.5,57.0,100.4,24.9,良,黄色,无预警
2026-03-25 19:00:00,儋州,69.8,41.5,56.9,100.4,24.8,良,黄色,无预警
2026-03-25 20:00:00,儋州,69.8,41.5,56.9,100.4,24.8,良,黄色,无预警
2026-03-25 21:00:00,儋州,69.7,41.5,56.9,100.4,24.8,良,黄色,无预警
2026-03-25 22:00:00,儋州,69.7,41.5,56.9,100.4,24.8,良,黄色,无预警
2026-03-25 23:00:00,儋州,69.7,41.5,56.9,100.6,24.8,良,黄色,无预警
2026-03-25 00:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.4,95.1,24.9,良,黄色,无预警
2026-03-25 01:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.1,24.9,良,黄色,无预警
2026-03-25 02:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 03:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 04:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 05:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 06:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 07:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 08:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 09:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 10:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 11:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 12:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 13:00:00,克孜勒苏柯尔克孜自治州,53.0,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 14:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 15:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.1,良,黄色,无预警
2026-03-25 16:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 17:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 18:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.4,95.3,25.0,良,黄色,无预警
2026-03-25 19:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 20:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 21:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 22:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.3,25.0,良,黄色,无预警
2026-03-25 23:00:00,克孜勒苏柯尔克孜自治州,53.1,31.3,43.3,95.4,25.0,良,黄色,无预警
2026-03-25 00:00:00,克拉玛依,47.1,27.4,38.8,95.2,25.0,优,绿色,无预警
2026-03-25 01:00:00,克拉玛依,47.2,27.4,38.8,95.2,25.0,优,绿色,无预警
2026-03-25 02:00:00,克拉玛依,47.1,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 03:00:00,克拉玛依,47.1,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 04:00:00,克拉玛依,47.0,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 05:00:00,克拉玛依,47.0,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 06:00:00,克拉玛依,47.0,27.3,38.8,95.1,25.1,优,绿色,无预警
2026-03-25 07:00:00,克拉玛依,47.0,27.3,38.8,95.1,25.1,优,绿色,无预警
2026-03-25 08:00:00,克拉玛依,47.0,27.3,38.8,95.1,25.1,优,绿色,无预警
2026-03-25 09:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 10:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 11:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 12:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 13:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 14:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 15:00:00,克拉玛依,47.2,27.4,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 16:00:00,克拉玛依,47.2,27.4,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 17:00:00,克拉玛依,47.2,27.4,38.9,95.1,25.1,优,绿色,无预警
2026-03-25 18:00:00,克拉玛依,47.2,27.4,39.0,95.1,25.1,优,绿色,无预警
2026-03-25 19:00:00,克拉玛依,47.2,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 20:00:00,克拉玛依,47.2,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 21:00:00,克拉玛依,47.2,27.4,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 22:00:00,克拉玛依,47.2,27.3,38.9,95.1,25.0,优,绿色,无预警
2026-03-25 23:00:00,克拉玛依,47.2,27.3,38.9,95.3,25.0,优,绿色,无预警
2026-03-25 00:00:00,六安,59.3,35.3,50.1,94.4,25.0,良,黄色,无预警
2026-03-25 01:00:00,六安,59.3,35.3,50.1,94.8,24.9,良,黄色,无预警
2026-03-25 02:00:00,六安,59.3,35.3,50.3,94.8,25.0,良,黄色,无预警
2026-03-25 03:00:00,六安,59.3,35.3,50.3,94.8,25.0,良,黄色,无预警
2026-03-25 04:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 05:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 06:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 07:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 08:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 09:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 10:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 11:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 12:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 13:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 14:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 15:00:00,六安,59.3,35.3,50.3,95.0,25.1,良,黄色,无预警
2026-03-25 16:00:00,六安,59.4,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 17:00:00,六安,59.4,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 18:00:00,六安,59.4,35.4,50.4,95.0,25.0,良,黄色,无预警
2026-03-25 19:00:00,六安,59.4,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 20:00:00,六安,59.4,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 21:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 22:00:00,六安,59.3,35.3,50.3,95.0,25.0,良,黄色,无预警
2026-03-25 23:00:00,六安,59.3,35.3,50.3,95.1,25.0,良,黄色,无预警
2026-03-25 00:00:00,六盘水,63.4,37.8,52.2,94.9,25.0,良,黄色,无预警
2026-03-25 01:00:00,六盘水,63.4,37.8,52.1,95.4,24.9,良,黄色,无预警
2026-03-25 02:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 03:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 04:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 05:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 06:00:00,六盘水,63.4,37.8,52.1,94.9,25.1,良,黄色,无预警
2026-03-25 07:00:00,六盘水,63.4,37.8,52.1,94.9,25.1,良,黄色,无预警
2026-03-25 08:00:00,六盘水,63.4,37.8,52.1,94.9,25.1,良,黄色,无预警
2026-03-25 09:00:00,六盘水,63.4,37.8,52.1,94.9,25.2,良,黄色,无预警
2026-03-25 10:00:00,六盘水,63.4,37.8,52.1,94.9,25.2,良,黄色,无预警
2026-03-25 11:00:00,六盘水,63.4,37.8,52.1,94.4,25.2,良,黄色,无预警
2026-03-25 12:00:00,六盘水,63.4,37.8,52.1,94.4,25.2,良,黄色,无预警
2026-03-25 13:00:00,六盘水,63.4,37.8,52.1,94.4,25.2,良,黄色,无预警
2026-03-25 14:00:00,六盘水,63.4,37.8,52.1,94.9,25.2,良,黄色,无预警
2026-03-25 15:00:00,六盘水,63.4,37.8,52.1,94.9,25.2,良,黄色,无预警
2026-03-25 16:00:00,六盘水,63.4,37.8,52.1,94.9,25.1,良,黄色,无预警
2026-03-25 17:00:00,六盘水,63.4,37.8,52.1,94.9,25.1,良,黄色,无预警
2026-03-25 18:00:00,六盘水,63.4,37.9,52.2,94.9,25.1,良,黄色,无预警
2026-03-25 19:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 20:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 21:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 22:00:00,六盘水,63.4,37.8,52.1,94.9,25.0,良,黄色,无预警
2026-03-25 23:00:00,六盘水,63.4,37.8,52.1,95.0,25.0,良,黄色,无预警
2026-03-25 00:00:00,兰州,55.8,33.6,46.0,94.7,24.8,良,黄色,无预警
2026-03-25 01:00:00,兰州,55.8,33.6,46.0,95.0,24.9,良,黄色,无预警
2026-03-25 02:00:00,兰州,55.8,33.6,45.9,95.0,24.9,良,黄色,无预警
2026-03-25 03:00:00,兰州,55.8,33.6,45.9,95.0,24.9,良,黄色,无预警
2026-03-25 04:00:00,兰州,55.8,33.6,45.9,95.0,24.9,良,黄色,无预警
2026-03-25 05:00:00,兰州,55.8,33.6,45.9,95.0,24.9,良,黄色,无预警
2026-03-25 06:00:00,兰州,55.8,33.6,45.9,95.0,25.0,良,黄色,无预警
2026-03-25 07:00:00,兰州,55.8,33.6,45.9,95.0,25.0,良,黄色,无预警
2026-03-25 08:00:00,兰州,55.8,33.6,45.9,95.0,25.0,良,黄色,无预警
2026-03-25 09:00:00,兰州,55.8,33.6,45.9,95.0,25.1,良,黄色,无预警
2026-03-25 10:00:00,兰州,55.8,33.6,45.9,95.0,25.1,良,黄色,无预警
2026-03-25 11:00:00,兰州,55.8,33.6,45.9,95.0,25.1,良,黄色,无预警
2026-03-25 12:00:00,兰州,55.8,33.6,45.9,95.0,25.1,良,黄色,无预警
2026-03-25 13:00:00,兰州,55.8,33.6,45.9,95.0,25.1,良,黄色,无预警
2026-03-25 14:00:00,兰州,55.8,33.6,46.0,95.0,25.1,良,黄色,无预警
2026-03-25 15:00:00,兰州,55.8,33.6,46.0,95.0,25.1,良,黄色,无预警
2026-03-25 16:00:00,兰州,55.9,33.6,46.0,95.0,25.0,良,黄色,无预警
2026-03-25 17:00:00,兰州,55.9,33.6,46.0,95.0,25.0,良,黄色,无预警
2026-03-25 18:00:00,兰州,55.9,33.6,46.1,95.0,25.0,良,黄色,无预警
2026-03-25 19:00:00,兰州,55.9,33.6,46.0,95.0,24.9,良,黄色,无预警
2026-03-25 20:00:00,兰州,55.9,33.6,46.0,95.0,24.9,良,黄色,无预警
2026-03-25 21:00:00,兰州,55.8,33.6,46.0,95.0,24.9,良,黄色,无预警
2026-03-25 22:00:00,兰州,55.8,33.6,46.0,95.0,24.9,良,黄色,无预警
2026-03-25 23:00:00,兰州,55.8,33.6,45.9,95.1,24.9,良,黄色,无预警
2026-03-25 00:00:00,兴安盟,47.8,28.1,38.6,95.0,25.0,优,绿色,无预警
2026-03-25 01:00:00,兴安盟,47.8,28.1,38.6,94.8,25.0,优,绿色,无预警
2026-03-25 02:00:00,兴安盟,47.8,28.1,38.6,94.8,25.0,优,绿色,无预警
2026-03-25 03:00:00,兴安盟,47.8,28.1,38.6,94.8,25.0,优,绿色,无预警
2026-03-25 04:00:00,兴安盟,47.7,28.1,38.6,94.8,25.0,优,绿色,无预警
2026-03-25 05:00:00,兴安盟,47.7,28.0,38.4,94.8,25.0,优,绿色,无预警
2026-03-25 06:00:00,兴安盟,47.7,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 07:00:00,兴安盟,47.7,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 08:00:00,兴安盟,47.7,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 09:00:00,兴安盟,47.8,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 10:00:00,兴安盟,47.8,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 11:00:00,兴安盟,47.8,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 12:00:00,兴安盟,47.8,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 13:00:00,兴安盟,47.8,28.0,38.4,94.8,25.1,优,绿色,无预警
2026-03-25 14:00:00,兴安盟,47.8,28.0,38.5,94.8,25.1,优,绿色,无预警
2026-03-25 15:00:00,兴安盟,47.8,28.0,38.5,94.8,25.1,优,绿色,无预警
2026-03-25 16:00:00,兴安盟,47.8,28.0,38.5,94.8,25.1,优,绿色,无预警
